성인/소아,신체계통,증상,1/2차 구분,KTAS 단계,고려사항
성인,호흡기계,숨참,1차,2,중등도 호흡곤란
성인,호흡기계,숨참,1차,2,혈역학적 장애
성인,호흡기계,숨참,1차,2,의식변화
성인,호흡기계,숨참,1차,2,"열, 면역저하 상태"
성인,호흡기계,숨참,1차,2,패혈증 의증
성인,호흡기계,숨참,1차,3,경증 호흡곤란
성인,호흡기계,숨참,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,호흡기계,숨참,1차,3,전신염증반응증후군
성인,호흡기계,숨참,1차,3,열 (아파 보임)
성인,호흡기계,숨참,1차,4,열 (건강해 보임)
성인,호흡기계,숨참,2차,2,FEV1 혹은 PEFR이 40% 미만으로 예상되는 천식 환자 (중증)
성인,호흡기계,숨참,2차,3,FEV1 혹은 PEFR이 40-60% 로 예상되는 천식 환자 (중등도)
성인,호흡기계,숨참,2차,4,FEV1 혹은 PEFR이 60% 이상으로 예상되는 천식 환자 (경증)
성인,호흡기계,호흡 정지,2차,1,호흡 정지
성인,호흡기계,기침 / 코막힘,1차,2,중등도 호흡곤란
성인,호흡기계,기침 / 코막힘,1차,2,혈역학적 장애
성인,호흡기계,기침 / 코막힘,1차,2,의식변화
성인,호흡기계,기침 / 코막힘,1차,2,"열, 면역저하 상태"
성인,호흡기계,기침 / 코막힘,1차,2,패혈증 의증
성인,호흡기계,기침 / 코막힘,1차,3,경증 호흡곤란
성인,호흡기계,기침 / 코막힘,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,호흡기계,기침 / 코막힘,1차,3,전신염증반응증후군
성인,호흡기계,기침 / 코막힘,1차,3,열 (아파 보임)
성인,호흡기계,기침 / 코막힘,1차,4,열 (건강해 보임)
성인,호흡기계,기침 / 코막힘,2차,5,"만성 기침 / 코막힘, 정상 활력징후"
성인,호흡기계,과다호흡증후군,1차,1,중증 호흡곤란
성인,호흡기계,과다호흡증후군,1차,1,쇼크
성인,호흡기계,과다호흡증후군,1차,1,무의식
성인,호흡기계,과다호흡증후군,1차,2,중등도 호흡곤란
성인,호흡기계,과다호흡증후군,1차,2,혈역학적 장애
성인,호흡기계,과다호흡증후군,1차,2,의식변화
성인,호흡기계,과다호흡증후군,1차,2,"열, 면역저하 상태"
성인,호흡기계,과다호흡증후군,1차,2,패혈증 의증
성인,호흡기계,과다호흡증후군,1차,3,경증 호흡곤란
성인,호흡기계,과다호흡증후군,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,호흡기계,과다호흡증후군,1차,3,전신염증반응증후군
성인,호흡기계,과다호흡증후군,1차,3,열 (아파 보임)
성인,호흡기계,과다호흡증후군,1차,4,열 (건강해 보임)
성인,호흡기계,과다호흡증후군,2차,4,"회복된 과다호흡증후군, 건강해 보임"
성인,호흡기계,객혈,1차,1,중증 호흡곤란
성인,호흡기계,객혈,1차,1,쇼크
성인,호흡기계,객혈,1차,1,무의식
성인,호흡기계,객혈,1차,2,중등도 호흡곤란
성인,호흡기계,객혈,1차,2,혈역학적 장애
성인,호흡기계,객혈,1차,2,의식변화
성인,호흡기계,객혈,1차,2,"열, 면역저하 상태"
성인,호흡기계,객혈,1차,2,패혈증 의증
성인,호흡기계,객혈,1차,2,출혈성 질환 (생명 혹은 사지를 소실할 정도의 위급한 출혈)
성인,호흡기계,객혈,1차,3,경증 호흡곤란
성인,호흡기계,객혈,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,호흡기계,객혈,1차,3,전신염증반응증후군
성인,호흡기계,객혈,1차,3,열 (아파 보임)
성인,호흡기계,객혈,1차,3,출혈성 질환 (중등도나 경도의 출혈)
성인,호흡기계,객혈,1차,4,열 (건강해 보임)
성인,호흡기계,객혈,2차,4,"객혈, 건강해 보임"
성인,호흡기계,호흡기 이물질,1차,1,중증 호흡곤란
성인,호흡기계,호흡기 이물질,1차,1,쇼크
성인,호흡기계,호흡기 이물질,1차,1,무의식
성인,호흡기계,호흡기 이물질,1차,2,중등도 호흡곤란
성인,호흡기계,호흡기 이물질,1차,2,혈역학적 장애
성인,호흡기계,호흡기 이물질,1차,2,의식변화
성인,호흡기계,호흡기 이물질,1차,2,"열, 면역저하 상태"
성인,호흡기계,호흡기 이물질,1차,2,패혈증 의증
성인,호흡기계,호흡기 이물질,1차,2,급성 중심성 중증 통증
성인,호흡기계,호흡기 이물질,1차,3,경증 호흡곤란
성인,호흡기계,호흡기 이물질,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,호흡기계,호흡기 이물질,1차,3,전신염증반응증후군
성인,호흡기계,호흡기 이물질,1차,3,열 (아파 보임)
성인,호흡기계,호흡기 이물질,1차,3,급성 중심성 중등도 통증
성인,호흡기계,호흡기 이물질,1차,4,열 (건강해 보임)
성인,호흡기계,호흡기 이물질,1차,4,급성 중심성 경증 통증
성인,호흡기계,호흡기 이물질,2차,2,침흘림 또는 협착음
성인,호흡기계,호흡기 이물질,2차,2,목쉰소리와 언어장애
성인,호흡기계,호흡기 이물질,2차,2,"단추형 건전지, 뾰족한 물건 등 치료적 내시경을 고려해야 하는 경우"
성인,호흡기계,호흡기 이물질,2차,3,호흡곤란 없는 연하장애
성인,호흡기계,호흡기 이물질,2차,4,"호흡기 이물질, 경증 통증, 호흡곤란은 없음"
성인,호흡기계,알레르기 반응,1차,1,중증 호흡곤란
성인,호흡기계,알레르기 반응,1차,1,쇼크
성인,호흡기계,알레르기 반응,1차,1,무의식
성인,호흡기계,알레르기 반응,1차,2,중등도 호흡곤란
성인,호흡기계,알레르기 반응,1차,2,혈역학적 장애
성인,호흡기계,알레르기 반응,1차,2,의식변화
성인,호흡기계,알레르기 반응,1차,2,"열, 면역저하 상태"
성인,호흡기계,알레르기 반응,1차,2,패혈증 의증
성인,호흡기계,알레르기 반응,1차,3,경증 호흡곤란
성인,호흡기계,알레르기 반응,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,호흡기계,알레르기 반응,1차,3,전신염증반응증후군
성인,호흡기계,알레르기 반응,1차,3,열 (아파 보임)
성인,호흡기계,알레르기 반응,1차,3,급성 말초성 중증 통증
성인,호흡기계,알레르기 반응,1차,4,열 (건강해 보임)
성인,호흡기계,알레르기 반응,1차,4,급성 말초성 중등도 통증
성인,호흡기계,알레르기 반응,1차,5,급성 말초성 경증 통증
성인,호흡기계,알레르기 반응,2차,2,이전 중증의 기왕력
성인,호흡기계,알레르기 반응,2차,2,아나필락시스
성인,호흡기계,알레르기 반응,2차,3,혈관부종
성인,호흡기계,알레르기 반응,2차,4,두드러기
성인,호흡기계,알레르기 반응,2차,5,코막힘을 동반한 알레르기 비염
성인,피부,물림,1차,1,중증 호흡곤란
성인,피부,물림,1차,1,쇼크
성인,피부,물림,1차,1,무의식
성인,피부,물림,1차,2,중등도 호흡곤란
성인,피부,물림,1차,2,혈역학적 장애
성인,피부,물림,1차,2,의식변화
성인,피부,물림,1차,2,"열, 면역저하 상태"
성인,피부,물림,1차,2,패혈증 의증
성인,피부,물림,1차,3,경증 호흡곤란
성인,피부,물림,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,피부,물림,1차,3,전신염증반응증후군
성인,피부,물림,1차,3,열 (아파 보임)
성인,피부,물림,1차,3,급성 말초성 중증 통증
성인,피부,물림,1차,4,열 (건강해 보임)
성인,피부,물림,1차,4,급성 말초성 중등도 통증
성인,피부,물림,1차,5,급성 말초성 경증 통증
성인,피부,물림,2차,2,중증 알레르기 반응의 기왕력
성인,피부,물림,2차,5,경증 물림
성인,피부,쏘임,1차,1,중증 호흡곤란
성인,피부,쏘임,1차,1,쇼크
성인,피부,쏘임,1차,1,무의식
성인,피부,쏘임,1차,2,중등도 호흡곤란
성인,피부,쏘임,1차,2,혈역학적 장애
성인,피부,쏘임,1차,2,의식변화
성인,피부,쏘임,1차,2,"열, 면역저하 상태"
성인,피부,쏘임,1차,2,패혈증 의증
성인,피부,쏘임,1차,3,경증 호흡곤란
성인,피부,쏘임,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,피부,쏘임,1차,3,전신염증반응증후군
성인,피부,쏘임,1차,3,열 (아파 보임)
성인,피부,쏘임,1차,3,급성 말초성 중증 통증
성인,피부,쏘임,1차,4,열 (건강해 보임)
성인,피부,쏘임,1차,4,급성 말초성 중등도 통증
성인,피부,쏘임,1차,5,급성 말초성 경증 통증
성인,피부,쏘임,2차,2,중증 알레르기 반응의 기왕력
성인,피부,쏘임,2차,5,쏘임
성인,피부,찰과상,1차,3,급성 말초성 중증 통증
성인,피부,찰과상,1차,4,급성 말초성 중등도 통증
성인,피부,찰과상,1차,5,급성 말초성 경증 통증
성인,피부,찰과상,2차,4,출혈이 동반된 찰과상
성인,피부,찰과상,2차,5,경증 찰과상
성인,피부,열상 / 천공,1차,1,중증 호흡곤란
성인,피부,열상 / 천공,1차,1,쇼크
성인,피부,열상 / 천공,1차,1,무의식
성인,피부,열상 / 천공,1차,2,중등도 호흡곤란
성인,피부,열상 / 천공,1차,2,혈역학적 장애
성인,피부,열상 / 천공,1차,2,의식변화
성인,피부,열상 / 천공,1차,2,"열, 면역저하 상태"
성인,피부,열상 / 천공,1차,2,패혈증 의증
성인,피부,열상 / 천공,1차,2,출혈성 질환 (생명 혹은 사지를 소실할 정도의 위급한 출혈)
성인,피부,열상 / 천공,1차,3,경증 호흡곤란
성인,피부,열상 / 천공,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,피부,열상 / 천공,1차,3,전신염증반응증후군
성인,피부,열상 / 천공,1차,3,열 (아파 보임)
성인,피부,열상 / 천공,1차,3,급성 말초성 중증 통증
성인,피부,열상 / 천공,1차,3,출혈성 질환 (중등도나 경도의 출혈)
성인,피부,열상 / 천공,1차,4,열 (건강해 보임)
성인,피부,열상 / 천공,1차,4,급성 말초성 중등도 통증
성인,피부,열상 / 천공,1차,5,급성 말초성 경증 통증
성인,피부,열상 / 천공,2차,2,신경혈관 장애를 동반한 복합창상
성인,피부,열상 / 천공,2차,3,지속되고 있는 출혈
성인,피부,열상 / 천공,2차,4,지혈되었거나 조절되고 있는 출혈
성인,피부,열상 / 천공,2차,4,봉합 필요
성인,피부,열상 / 천공,2차,5,봉합 필요 없음
성인,피부,화상,1차,1,중증 호흡곤란
성인,피부,화상,1차,1,쇼크
성인,피부,화상,1차,1,무의식
성인,피부,화상,1차,2,중등도 호흡곤란
성인,피부,화상,1차,2,혈역학적 장애
성인,피부,화상,1차,2,의식변화
성인,피부,화상,1차,2,"열, 면역저하 상태"
성인,피부,화상,1차,2,패혈증 의증
성인,피부,화상,1차,3,경증 호흡곤란
성인,피부,화상,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,피부,화상,1차,3,전신염증반응증후군
성인,피부,화상,1차,3,열 (아파 보임)
성인,피부,화상,1차,3,급성 말초성 중증 통증
성인,피부,화상,1차,4,열 (건강해 보임)
성인,피부,화상,1차,4,급성 말초성 중등도 통증
성인,피부,화상,1차,5,급성 말초성 경증 통증
성인,피부,화상,2차,2,체표면적 25% 이상의 화상
성인,피부,화상,2차,2,"손, 발, 얼굴, 회음부 부위의 2도 이상의 화상"
성인,피부,화상,2차,3,체표면적의 5-25% 화상
성인,피부,화상,2차,4,"체표면적의 <5%인 3도 이상의 화상, 혹은 <10%의 2도 화상"
성인,피부,화상,2차,5,"화상, 경증 통증"
성인,피부,혈액이나 체액에 노출,2차,3,"고위험 노출: 주사침에 찔렸으나 감염원을 알 수 없는 경우, 주사침의 감염원이 에이즈 혹은 간염 바이러스 보균자이거나 가능성 있는 경우 (알고 있는 저위험 감염원이 아니면 고위험으로 간주)"
성인,피부,혈액이나 체액에 노출,2차,4,저위험 노출: 저위험 감염원의 주사침에 찔린 경우 또는 저위험 감염원에서 체액이 튄 경우
성인,피부,소양증,1차,3,급성 말초성 중증 통증
성인,피부,소양증,1차,4,급성 말초성 중등도 통증
성인,피부,소양증,1차,5,급성 말초성 경증 통증
성인,피부,소양증,2차,5,소양증
성인,피부,발진,1차,2,중등도 호흡곤란
성인,피부,발진,1차,2,혈역학적 장애
성인,피부,발진,1차,2,의식변화
성인,피부,발진,1차,2,"열, 면역저하 상태"
성인,피부,발진,1차,2,패혈증 의증
성인,피부,발진,1차,3,경증 호흡곤란
성인,피부,발진,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,피부,발진,1차,3,전신염증반응증후군
성인,피부,발진,1차,3,열 (아파 보임)
성인,피부,발진,1차,3,급성 말초성 중증 통증
성인,피부,발진,1차,4,열 (건강해 보임)
성인,피부,발진,1차,4,급성 말초성 중등도 통증
성인,피부,발진,1차,5,급성 말초성 경증 통증
성인,피부,발진,2차,2,"얼굴 연조직염, 안와주위부 포함"
성인,피부,발진,2차,2,"자반성 또는 점발진, 아파 보임"
성인,피부,발진,2차,3,혈관부종
성인,피부,발진,2차,4,두드러기
성인,피부,발진,2차,4,국소성 연조직염
성인,피부,발진,2차,5,국소성 발진
성인,피부,국소성 부종 / 발적,1차,1,중증 호흡곤란
성인,피부,국소성 부종 / 발적,1차,1,쇼크
성인,피부,국소성 부종 / 발적,1차,1,무의식
성인,피부,국소성 부종 / 발적,1차,2,중등도 호흡곤란
성인,피부,국소성 부종 / 발적,1차,2,혈역학적 장애
성인,피부,국소성 부종 / 발적,1차,2,의식변화
성인,피부,국소성 부종 / 발적,1차,2,"열, 면역저하 상태"
성인,피부,국소성 부종 / 발적,1차,2,패혈증 의증
성인,피부,국소성 부종 / 발적,1차,3,경증 호흡곤란
성인,피부,국소성 부종 / 발적,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,피부,국소성 부종 / 발적,1차,3,전신염증반응증후군
성인,피부,국소성 부종 / 발적,1차,3,열 (아파 보임)
성인,피부,국소성 부종 / 발적,1차,3,급성 말초성 중증 통증
성인,피부,국소성 부종 / 발적,1차,4,열 (건강해 보임)
성인,피부,국소성 부종 / 발적,1차,4,급성 말초성 중등도 통증
성인,피부,국소성 부종 / 발적,1차,5,급성 말초성 경증 통증
성인,피부,국소성 부종 / 발적,2차,2,"얼굴 연조직염, 특히, 안와주위"
성인,피부,국소성 부종 / 발적,2차,2,"자반성 또는 점 발진, 아파 보임"
성인,피부,국소성 부종 / 발적,2차,4,국소성 연조직염
성인,피부,국소성 부종 / 발적,2차,5,국소성 발진
성인,피부,상처 확인,1차,3,경증 호흡곤란
성인,피부,상처 확인,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,피부,상처 확인,1차,3,전신염증반응증후군
성인,피부,상처 확인,1차,3,열 (아파 보임)
성인,피부,상처 확인,1차,3,급성 말초성 중증 통증
성인,피부,상처 확인,1차,4,열 (건강해 보임)
성인,피부,상처 확인,1차,4,급성 말초성 중등도 통증
성인,피부,상처 확인,1차,5,급성 말초성 경증 통증
성인,피부,상처 확인,2차,5,상처 확인
성인,피부,기타 피부 상태,1차,3,경증 호흡곤란
성인,피부,기타 피부 상태,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,피부,기타 피부 상태,1차,3,전신염증반응증후군
성인,피부,기타 피부 상태,1차,3,열 (아파 보임)
성인,피부,기타 피부 상태,1차,3,급성 말초성 중증 통증
성인,피부,기타 피부 상태,1차,4,열 (건강해 보임)
성인,피부,기타 피부 상태,1차,4,급성 말초성 중등도 통증
성인,피부,기타 피부 상태,1차,5,급성 말초성 경증 통증
성인,피부,기타 피부 상태,2차,5,기타 피부 상태
성인,피부,"혹, 돌기, 굳은 살",1차,2,중등도 호흡곤란
성인,피부,"혹, 돌기, 굳은 살",1차,2,혈역학적 장애
성인,피부,"혹, 돌기, 굳은 살",1차,2,의식변화
성인,피부,"혹, 돌기, 굳은 살",1차,2,"열, 면역저하 상태"
성인,피부,"혹, 돌기, 굳은 살",1차,2,패혈증 의증
성인,피부,"혹, 돌기, 굳은 살",1차,3,경증 호흡곤란
성인,피부,"혹, 돌기, 굳은 살",1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,피부,"혹, 돌기, 굳은 살",1차,3,전신염증반응증후군
성인,피부,"혹, 돌기, 굳은 살",1차,3,열 (아파 보임)
성인,피부,"혹, 돌기, 굳은 살",1차,3,급성 말초성 중증 통증
성인,피부,"혹, 돌기, 굳은 살",1차,4,열 (건강해 보임)
성인,피부,"혹, 돌기, 굳은 살",1차,4,급성 말초성 중등도 통증
성인,피부,"혹, 돌기, 굳은 살",1차,5,급성 말초성 경증 통증
성인,피부,"혹, 돌기, 굳은 살",2차,5,"혹, 돌기, 굳은 살"
성인,피부,유방의 발적 / 압통,1차,2,중등도 호흡곤란
성인,피부,유방의 발적 / 압통,1차,2,혈역학적 장애
성인,피부,유방의 발적 / 압통,1차,2,의식변화
성인,피부,유방의 발적 / 압통,1차,2,"열, 면역저하 상태"
성인,피부,유방의 발적 / 압통,1차,2,패혈증 의증
성인,피부,유방의 발적 / 압통,1차,3,경증 호흡곤란
성인,피부,유방의 발적 / 압통,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,피부,유방의 발적 / 압통,1차,3,전신염증반응증후군
성인,피부,유방의 발적 / 압통,1차,3,열 (아파 보임)
성인,피부,유방의 발적 / 압통,1차,3,급성 말초성 중증 통증
성인,피부,유방의 발적 / 압통,1차,4,열 (건강해 보임)
성인,피부,유방의 발적 / 압통,1차,4,급성 말초성 중등도 통증
성인,피부,유방의 발적 / 압통,1차,5,급성 말초성 경증 통증
성인,피부,감염 가능성 확인,1차,3,급성 말초성 중증 통증
성인,피부,감염 가능성 확인,1차,4,급성 말초성 중등도 통증
성인,피부,감염 가능성 확인,1차,5,급성 말초성 경증 통증
성인,피부,감염 가능성 확인,2차,5,감염 가능성 확인
성인,피부,청색증,1차,1,중증 호흡곤란
성인,피부,청색증,1차,1,쇼크
성인,피부,청색증,1차,1,무의식
성인,피부,청색증,1차,2,중등도 호흡곤란
성인,피부,청색증,1차,2,혈역학적 장애
성인,피부,청색증,1차,2,의식변화
성인,피부,청색증,1차,2,"열, 면역저하 상태"
성인,피부,청색증,1차,2,패혈증 의증
성인,피부,청색증,1차,3,경증 호흡곤란
성인,피부,청색증,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,피부,청색증,1차,3,전신염증반응증후군
성인,피부,청색증,1차,3,열 (아파 보임)
성인,피부,청색증,2차,3,청색증
성인,피부,외상없이 저절로 멍듦,1차,1,중증 호흡곤란
성인,피부,외상없이 저절로 멍듦,1차,1,쇼크
성인,피부,외상없이 저절로 멍듦,1차,1,무의식
성인,피부,외상없이 저절로 멍듦,1차,2,중등도 호흡곤란
성인,피부,외상없이 저절로 멍듦,1차,2,혈역학적 장애
성인,피부,외상없이 저절로 멍듦,1차,2,의식변화
성인,피부,외상없이 저절로 멍듦,1차,2,"열, 면역저하 상태"
성인,피부,외상없이 저절로 멍듦,1차,2,패혈증 의증
성인,피부,외상없이 저절로 멍듦,1차,2,출혈성 질환 (생명 혹은 사지를 소실할 정도의 위급한 출혈)
성인,피부,외상없이 저절로 멍듦,1차,3,경증 호흡곤란
성인,피부,외상없이 저절로 멍듦,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,피부,외상없이 저절로 멍듦,1차,3,전신염증반응증후군
성인,피부,외상없이 저절로 멍듦,1차,3,열 (아파 보임)
성인,피부,외상없이 저절로 멍듦,1차,3,출혈성 질환 (중등도나 경도의 출혈)
성인,피부,외상없이 저절로 멍듦,1차,4,열 (건강해 보임)
성인,피부,외상없이 저절로 멍듦,2차,3,외상없이 저절로 멍듦
성인,피부,피부의 이물질,1차,3,경증 호흡곤란
성인,피부,피부의 이물질,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,피부,피부의 이물질,1차,3,전신염증반응증후군
성인,피부,피부의 이물질,1차,3,열 (아파 보임)
성인,피부,피부의 이물질,1차,3,급성 말초성 중증 통증
성인,피부,피부의 이물질,1차,4,열 (건강해 보임)
성인,피부,피부의 이물질,1차,4,급성 말초성 중등도 통증
성인,피부,피부의 이물질,1차,5,급성 말초성 경증 통증
성인,피부,피부의 이물질,2차,5,피부의 이물질
성인,물질오용,물질 오용 / 중독,1차,1,중증 호흡곤란
성인,물질오용,물질 오용 / 중독,1차,1,쇼크
성인,물질오용,물질 오용 / 중독,1차,1,무의식
성인,물질오용,물질 오용 / 중독,1차,2,중등도 호흡곤란
성인,물질오용,물질 오용 / 중독,1차,2,혈역학적 장애
성인,물질오용,물질 오용 / 중독,1차,2,의식변화
성인,물질오용,물질 오용 / 중독,1차,2,"열, 면역저하 상태"
성인,물질오용,물질 오용 / 중독,1차,2,패혈증 의증
성인,물질오용,물질 오용 / 중독,1차,3,경증 호흡곤란
성인,물질오용,물질 오용 / 중독,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,물질오용,물질 오용 / 중독,1차,3,전신염증반응증후군
성인,물질오용,물질 오용 / 중독,1차,3,열 (아파 보임)
성인,물질오용,물질 오용 / 중독,1차,4,열 (건강해 보임)
성인,물질오용,물질 오용 / 중독,2차,2,고위험 물질 / 알 수 없는 물질
성인,물질오용,물질 오용 / 중독,2차,2,도주의 가능성이나 안전에 대한 위험
성인,물질오용,물질 오용 / 중독,2차,4,알려진 저독성 물질
성인,물질오용,과다 복용,1차,1,중증 호흡곤란
성인,물질오용,과다 복용,1차,1,쇼크
성인,물질오용,과다 복용,1차,1,무의식
성인,물질오용,과다 복용,1차,2,중등도 호흡곤란
성인,물질오용,과다 복용,1차,2,혈역학적 장애
성인,물질오용,과다 복용,1차,2,의식변화
성인,물질오용,과다 복용,1차,2,"열, 면역저하 상태"
성인,물질오용,과다 복용,1차,2,패혈증 의증
성인,물질오용,과다 복용,1차,3,경증 호흡곤란
성인,물질오용,과다 복용,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,물질오용,과다 복용,1차,3,전신염증반응증후군
성인,물질오용,과다 복용,1차,3,열 (아파 보임)
성인,물질오용,과다 복용,1차,4,열 (건강해 보임)
성인,물질오용,과다 복용,2차,2,고위험 물질 / 알 수 없는 물질
성인,물질오용,과다 복용,2차,2,도주의 가능성이나 안전에 대한 위험
성인,물질오용,과다 복용,2차,2,계획적인 자살시도
성인,물질오용,과다 복용,2차,3,구체적인 계획이 없는 자살관념
성인,물질오용,과다 복용,2차,4,과다 복용
성인,물질오용,물질 금단,1차,1,중증 호흡곤란
성인,물질오용,물질 금단,1차,1,쇼크
성인,물질오용,물질 금단,1차,1,무의식
성인,물질오용,물질 금단,1차,2,중등도 호흡곤란
성인,물질오용,물질 금단,1차,2,혈역학적 장애
성인,물질오용,물질 금단,1차,2,의식변화
성인,물질오용,물질 금단,1차,2,"열, 면역저하 상태"
성인,물질오용,물질 금단,1차,2,패혈증 의증
성인,물질오용,물질 금단,1차,3,경증 호흡곤란
성인,물질오용,물질 금단,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,물질오용,물질 금단,1차,3,전신염증반응증후군
성인,물질오용,물질 금단,1차,3,열 (아파 보임)
성인,물질오용,물질 금단,1차,4,열 (건강해 보임)
성인,물질오용,물질 금단,2차,1,경련중
성인,물질오용,물질 금단,2차,2,"최근 발작, 발작 후 상태, 초조"
성인,물질오용,물질 금단,2차,2,도주의 가능성이나 안전에 대한 위험
성인,물질오용,물질 금단,2차,2,중증 불안 / 초조
성인,물질오용,물질 금단,2차,3,중등도 불안 /초조
성인,물질오용,물질 금단,2차,4,경증 불안 / 초조
성인,몸통외상,몸통을 포함한 다발성 외상 - 관통상,1차,1,중증 호흡곤란
성인,몸통외상,몸통을 포함한 다발성 외상 - 관통상,1차,1,쇼크
성인,몸통외상,몸통을 포함한 다발성 외상 - 관통상,1차,1,무의식
성인,몸통외상,몸통을 포함한 다발성 외상 - 관통상,1차,2,중등도 호흡곤란
성인,몸통외상,몸통을 포함한 다발성 외상 - 관통상,1차,2,혈역학적 장애
성인,몸통외상,몸통을 포함한 다발성 외상 - 관통상,1차,2,의식변화
성인,몸통외상,몸통을 포함한 다발성 외상 - 관통상,1차,2,"열, 면역저하 상태"
성인,몸통외상,몸통을 포함한 다발성 외상 - 관통상,1차,2,패혈증 의증
성인,몸통외상,몸통을 포함한 다발성 외상 - 관통상,1차,2,급성 중심성 중증 통증
성인,몸통외상,몸통을 포함한 다발성 외상 - 관통상,1차,2,출혈성 질환 (생명 혹은 사지를 소실할 정도의 위급한 출혈)
성인,몸통외상,몸통을 포함한 다발성 외상 - 관통상,1차,2,고위험성 사고기전
성인,몸통외상,몸통을 포함한 다발성 외상 - 관통상,1차,3,경증 호흡곤란
성인,몸통외상,몸통을 포함한 다발성 외상 - 관통상,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,몸통외상,몸통을 포함한 다발성 외상 - 관통상,1차,3,전신염증반응증후군
성인,몸통외상,몸통을 포함한 다발성 외상 - 관통상,1차,3,열 (아파 보임)
성인,몸통외상,몸통을 포함한 다발성 외상 - 관통상,1차,3,급성 중심성 중등도 통증
성인,몸통외상,몸통을 포함한 다발성 외상 - 관통상,1차,3,출혈성 질환 (중등도나 경도의 출혈)
성인,몸통외상,몸통을 포함한 다발성 외상 - 관통상,1차,4,열 (건강해 보임)
성인,몸통외상,몸통을 포함한 다발성 외상 - 관통상,2차,1,"신경학적 손상과 동반된 척추 골절, 두부의 관통상"
성인,몸통외상,몸통을 포함한 다발성 외상 - 관통상,2차,2,사지의 신경혈관 장애
성인,몸통외상,몸통을 포함한 다발성 외상 - 관통상,2차,2,"머리, 가슴, 복부의 관통상"
성인,몸통외상,몸통을 포함한 다발성 외상 - 관통상,2차,3,몸통을 포함한 다발성 외상 - 관통상
성인,몸통외상,몸통을 포함한 다발성 외상 - 둔상,1차,1,중증 호흡곤란
성인,몸통외상,몸통을 포함한 다발성 외상 - 둔상,1차,1,쇼크
성인,몸통외상,몸통을 포함한 다발성 외상 - 둔상,1차,1,무의식
성인,몸통외상,몸통을 포함한 다발성 외상 - 둔상,1차,2,중등도 호흡곤란
성인,몸통외상,몸통을 포함한 다발성 외상 - 둔상,1차,2,혈역학적 장애
성인,몸통외상,몸통을 포함한 다발성 외상 - 둔상,1차,2,의식변화
성인,몸통외상,몸통을 포함한 다발성 외상 - 둔상,1차,2,"열, 면역저하 상태"
성인,몸통외상,몸통을 포함한 다발성 외상 - 둔상,1차,2,패혈증 의증
성인,몸통외상,몸통을 포함한 다발성 외상 - 둔상,1차,2,급성 중심성 중증 통증
성인,몸통외상,몸통을 포함한 다발성 외상 - 둔상,1차,2,출혈성 질환 (생명 혹은 사지를 소실할 정도의 위급한 출혈)
성인,몸통외상,몸통을 포함한 다발성 외상 - 둔상,1차,2,고위험성 사고기전
성인,몸통외상,몸통을 포함한 다발성 외상 - 둔상,1차,3,경증 호흡곤란
성인,몸통외상,몸통을 포함한 다발성 외상 - 둔상,1차,3,비정상 맥박수지만 혈역학적으로 안정
성인,몸통외상,몸통을 포함한 다발성 외상 - 둔상,1차,3,전신염증반응증후군
성인,몸통외상,몸통을 포함한 다발성 외상 - 둔상,1차,3,열 (아파 보임)
성인,몸통외상,몸통을 포함한 다발성 외상 - 둔상,1차,3,급성 중심성 중등도 통증
성인,몸통외상,몸통을 포함한 다발성 외상 - 둔상,1차,3,출혈성 질환 (중등도나 경도의 출혈)
성인,몸통외상,몸통을 포함한 다발성 외상 - 둔상,1차,4,열 (건강해 보임)
성인,몸통외상,몸통을 포함한 다발성 외상 - 둔상,1차,4,급성 중심성 경증 통증
성인,몸통외상,몸통을 포함한 다발성 외상 - 둔상,2차,1,신경학적 손상과 동반된 척추 골절
성인,몸통외상,몸통을 포함한 다발성 외상 - 둔상,2차,2,사지의 신경혈관 장애
성인,몸통외상,몸통을 포함한 다발성 외상 - 둔상,2차,3,장기간의 척추고정
성인,몸통외상,몸통을 포함한 다발성 외상 - 둔상,2차,4,몸통을 포함한 다발성 외상 - 둔상
